Year,LocationDesc,LocationAbbr,Category,Indicator,Datasource,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DataValueFootnote,IndicatorID,LocationID,IndicatorSortOrder,LocationSortOrder,Geolocation,DataValueAlt
2018,Pennsylvania,PA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,55.7,,,WFRS_State_1,42,20,39,"(40.793730152, -77.860700294)",55.7
2012,North Dakota,ND,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,612560.0,,,WFRS_State_2,38,21,35,"(47.475319779, -100.118421049)",612560
2000,Virginia,VA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",7.0,,,WFRS_State_4,51,23,47,"(37.542680674, -78.457890463)",7
2004,Texas,TX,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",25.0,,,WFRS_State_4,48,23,44,"(31.827240407, -99.426770206)",25
2018,Utah,UT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1614982.0,,,WFRS_State_2,49,21,45,"(39.360700171, -111.587130635)",1614982
2010,New Jersey,NJ,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,13.5,,,WFRS_State_1,34,20,31,"(40.130570048, -74.273691288)",13.5
2002,North Carolina,NC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,5259171.0,,,WFRS_State_2,37,21,34,"(35.466220975, -79.159250463)",5259171
2016,District of Columbia,DC,Water Fluoridation,Total population served by CWS,WFRS,,Population,681170.0,,,WFRS_State_3,11,22,9,"(38.890371385, -77.031961127)",681170
2010,United States,US,Water Fluoridation,Percentage of U.S. population on CWS receiving fluoridated water,WFRS,%,Percent,73.9,d,Fluoridated population divided by population served by community water systems.,WFRS_Nat_5,US,5,0,,73.9
2002,West Virginia,WV,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,91.5,,,WFRS_State_1,54,20,49,"(38.665510202, -80.712640135)",91.5
2016,South Dakota,SD,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",8.0,,,WFRS_State_4,46,23,42,"(44.353130053, -100.373530637)",8
2008,Nebraska,NE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",31.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_4,31,23,28,"(41.641040988001, -99.365720623)",31
2006,North Carolina,NC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,5689906.0,,,WFRS_State_2,37,21,34,"(35.466220975, -79.159250463)",5689906
2000,Virginia,VA,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,5677551.0,,,WFRS_State_2,51,21,47,"(37.542680674, -78.457890463)",5677551
2010,Wisconsin,WI,Water Fluoridation,Total population served by CWS,WFRS,,Population,3755613.0,,,WFRS_State_3,55,22,50,"(44.393191174, -89.816370742)",3755613
2006,Colorado,CO,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",26.0,,,WFRS_State_4,8,23,6,"(38.843840757, -106.133610921)",26
2012,Indiana,IN,Water Fluoridation,Total population served by CWS,WFRS,,Population,4582496.0,,,WFRS_State_3,18,22,15,"(39.766910452, -86.149960194)",4582496
2008,Alabama,AL,Water Fluoridation,Total population served by CWS,WFRS,,Population,4661900.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_3,1,22,1,"(32.840571122, -86.631860762)",4661900
2014,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6745408.0,f,Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate.,WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6745408
2010,Texas,TX,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,19362219.0,,,WFRS_State_2,48,21,44,"(31.827240407, -99.426770206)",19362219
2018,North Dakota,ND,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",4.0,,,WFRS_State_4,38,23,35,"(47.475319779, -100.118421049)",4
2012,New Mexico,NM,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,1210877.0,,,WFRS_State_2,35,21,32,"(34.520880952, -106.240580985)",1210877
2002,Missouri,MO,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,77.9,"e,g","e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. g: Population served by community water systems (CWS) exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use caution in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used.",WFRS_State_1,29,20,26,"(38.635790776, -92.566300053)",77.9
2014,Idaho,ID,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,388678.0,,,WFRS_State_2,16,21,13,"(43.682630005, -114.363730042)",390344
2004,Ohio,OH,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,88.6,,,WFRS_State_1,39,20,36,"(40.060210141, -82.404260056)",88.6
2000,Nevada,NV,Water Fluoridation,Total population served by CWS,WFRS,,Population,1640169.0,,,WFRS_State_3,32,22,29,"(39.49324039, -117.071840564)",1640169
2000,Georgia,GA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6634635.0,,,WFRS_State_3,13,22,11,"(32.839681093, -83.627580346)",6634635
2006,Virginia,VA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,95.0,,,WFRS_State_1,51,20,47,"(37.542680674, -78.457890463)",95
2006,New Hampshire,NH,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",42.0,,,WFRS_State_4,33,23,30,"(43.655950113, -71.50036092)",42
2008,Oklahoma,OK,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2741327.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_2,40,21,37,"(35.472031356, -97.521070214)",2741327
2004,Nebraska,NE,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",30.0,,,WFRS_State_4,31,23,28,"(41.641040988001, -99.365720623)",30
2010,North Carolina,NC,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",17.0,,,WFRS_State_4,37,23,34,"(35.466220975, -79.159250463)",17
2018,Kansas,KS,Water Fluoridation,Total population served by CWS,WFRS,,Population,2762230.0,,,WFRS_State_3,20,22,17,"(38.3477403, -98.200781227)",2762230
2000,South Dakota,SD,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,539626.0,"e,f",e: Estimate for percentage has changed from that previously reported due to new methodology or correction of a rounding error. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_2,46,21,42,"(44.353130053, -100.373530637)",539626
2010,Washington,WA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,64.6,,,WFRS_State_1,53,20,48,"(47.522278629, -120.47001079)",64.6
2018,California,CA,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",36.0,,,WFRS_State_4,6,23,5,"(37.638640123, -120.999999538)",36
2008,Mississippi,MS,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",38.0,e,"Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. Use care in comparing the 2008 estimates for the number of persons receiving fluoridated water and persons served by CWS for these states to estimates from 2002, 2004, and 2006 because a different vintage of U.S. Census population estimates was used. The 2008 vintage was used for the 2008 fluoridation statistics, and the 2006 vintage was used for the 2002, 2004, and 2006 statistics.",WFRS_State_4,28,23,25,"(32.745510099, -89.538030825)",38
2002,New Hampshire,NH,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,345475.0,,,WFRS_State_2,33,21,30,"(43.655950113, -71.50036092)",345475
2000,Pennsylvania,PA,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,54.2,,,WFRS_State_1,42,20,39,"(40.793730152, -77.860700294)",54.2
2006,Hawaii,HI,Water Fluoridation,Total population served by CWS,WFRS,,Population,1285498.0,"e,f",e: Population served by CWS exceeded the U.S. Census state population estimate; number of persons was reduced by the ratio of the population estimate to the CWS population estimate. f: Complete data were not available from WFRS; state provided additional information.,WFRS_State_3,15,22,12,"(21.304850435, -157.857749403)",1285498
2000,Arizona,AZ,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2700354.0,,,WFRS_State_2,4,21,3,"(34.86597028, -111.763811277)",2700354
2006,Connecticut,CT,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,2393487.0,,,WFRS_State_2,9,21,7,"(41.56266102, -72.649840952)",2393487
2016,New Jersey,NJ,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",49.0,,,WFRS_State_4,34,23,31,"(40.130570048, -74.273691288)",49
2012,Utah,UT,Water Fluoridation,Total population served by CWS,WFRS,,Population,2676448.0,,,WFRS_State_3,49,22,45,"(39.360700171, -111.587130635)",2676448
2010,Vermont,VT,Water Fluoridation,Total population served by CWS,WFRS,,Population,452116.0,,,WFRS_State_3,50,22,46,"(43.625381239, -72.517640791)",452116
2002,United States,US,Water Fluoridation,"Total U.S. population, persons",WFRS,,Population,288125973.0,a,"Annual Population Estimates and Estimated Components of Population Change for the United States and States: April 1, 2000 to July 1, 2006. Source: Population Estimates Program, U.S. Bureau of the Census. Internet release date: December, 22, 2006. Population, population change, and estimated components of population change: April 1, 2000 to July 1, 2006 available at http://www.census.gov/popest/datasets.html.",WFRS_Nat_1,US,1,0,,288125973
2018,Oregon,OR,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",48.0,,,WFRS_State_4,41,23,38,"(44.567449424, -120.155031326)",48
2018,Massachusetts,MA,Water Fluoridation,Total population served by CWS,WFRS,,Population,6276435.0,,,WFRS_State_3,25,22,22,"(42.27687047, -72.082690675)",6276435
2002,Nevada,NV,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,69.4,,,WFRS_State_1,32,20,29,"(39.49324039, -117.071840564)",69.4
2016,South Dakota,SD,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,93.6,,,WFRS_State_1,46,20,42,"(44.353130053, -100.373530637)",93.6
2006,Minnesota,MN,Water Fluoridation,Rank of state by percent of CWS population receiving fluoridated water,WFRS,,"Rank [1,50]",3.0,,,WFRS_State_4,27,23,24,"(46.355648736, -94.794200503)",3
2010,Nebraska,NE,Water Fluoridation,Percent of population served by CWS that are receiving fluoridated water,WFRS,%,Percent,70.2,,,WFRS_State_1,31,20,28,"(41.641040988001, -99.365720623)",70.2
2014,District of Columbia,DC,Water Fluoridation,Population served by CWS receiving Fluoridated Water,WFRS,,Population,595000.0,,,WFRS_State_2,11,21,9,"(38.890371385, -77.031961127)",595000
